"id","statusCliente","ipConcentrador","nomeConcentrador","latitudeCliente","longitudeCliente","conexaoInicial","conexaoFinal","tempoConectado","consumoDownload","consumoUpload","motivoDesconexao","popCliente","nomeCliente","enderecoCliente","bairroCliente","cidadeCliente","planoContrato","statusInternet","valorPlano"
"43e83804-4058-41fa-8e27-0091137d0121",true,"10.10.0.11",Concentrador_Core,-191.971.535,-401.099.944,2024-05-08 05:30:09.000,,26261,1120069,4162197,Admin-Reset,SOORETAMA A,MARY GRANT,,SAYONARA,SOORETAMA,"20 MB Internet Fibra",4,59.9
"3d9c48b6-fbd8-4063-bcdf-b8c1e969e1ea",true,"10.10.0.11",Concentrador_Core,-191.900.658,-40.107.829,2024-04-21 19:00:09.000,,1446469,137716494058,5481344654,"",SOORETAMA D,DARIN KIEHN DDS,,ALEGRE,SOORETAMA,"20 MB Internet Fibra",1,59.9
"73d4ca32-9c1b-4783-91f2-6e4fa3aaa14c",true,"10.10.0.11",Concentrador_Core,-191.890.261,-40.090.601,2024-05-07 15:45:01.000,,75781,14524944326,538548872,"",SOORETAMA D,MORRIS BRAUN,,DALVO LOUREIRO,SOORETAMA,"10 MB Internet Fibra",1,59.9
"1600b0b4-f7ce-4e06-b2a7-f1485e483fbb",true,"10.10.0.11",Concentrador_Core,-191.884.884,-400.952.378,2024-05-03 19:21:15.000,,408312,68311578000,4695144812,"",SOORETAMA A,KENNETH FADEL,,ALEGRE,SOORETAMA,"20 MB Internet Fibra",1,59.9
"91828eed-1807-4904-a19c-950137e053d3",true,"10.10.0.11",Concentrador_Core,-184.320.801,-399.311.879,2024-05-08 09:59:25.000,,10517,593820235,24942054,Lost-Carrier,CONCEICAO DA BARRA D,JOHNATHAN JOHNS III,,CAMPO VERDE I,CONCEICAO DA BARRA,Plano Personalizado,1,44.9
fac9ca04-9fea-4138-8054-065aa18b23cc,true,"10.10.0.3",Concentrador_Juerana_A,-19.187.804,-401.033.216,2024-05-08 05:30:02.000,,26400,71637,310841,NAS-Request,SOORETAMA C,FORREST SCHUSTER-HAAG I,,JUERANA A,SOORETAMA,"4 MB Internet",3,74.9
fc3fb808-b9ad-46c2-bd3f-25e8dfcc89ba,true,"10.10.0.11",Concentrador_Core,-184.320.368,-399.241.006,2024-05-08 09:59:48.000,,10612,942433557,48263523,Lost-Carrier,CONCEICAO DA BARRA A,NELLIE KEMMER,,SANTA RITA,CONCEICAO DA BARRA,Plano Personalizado,1,44.9
"8ed3dd95-b02c-4d3d-8309-4c64ac194be6",true,"10.10.0.11",Concentrador_Core,-192.033.661,-400.952.837,2024-04-21 18:59:59.000,,1446677,105813710681,3624424116,"",SOORETAMA C,STACEY LARKIN,,ALEGRE,SOORETAMA,"20 MB Internet Fibra",1,59.9
"35fbb4d2-e67f-467d-bb5e-8612fb56e7c6",true,"45.239.240.40",Concentrador_Santa_Luzia,-19.061.021.963.043,-40.088.775.892.398,2024-05-06 02:29:24.000,,210000,15248288922,412591465,"",SOORETAMA A,DELLA DANIEL,,CORREGO CUPIDO,SOORETAMA,"8 MB Internet",1,99.9
db46b585-129f-4bb2-8b4a-a3c7b8031624,true,"10.10.0.11",Concentrador_Core,-191.897.104,-401.024.929,2024-04-28 12:39:04.000,,864379,12516422217,906668366,"",SOORETAMA D,LOREN CORMIER,,CENTRO,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
f3eb2cbb-67ec-42ba-93c4-30927e1c89f0,true,"10.10.0.11",Concentrador_Core,-191.855.096,-401.149.419,2024-04-29 17:59:24.000,,758441,116646352256,3535370067,"",SOORETAMA D,VIOLA FEEST,,SAYONARA,SOORETAMA,"20 MB Internet Fibra",1,59.9
"05b98776-5701-44d1-b717-6214935480ff",true,"10.10.0.11",Concentrador_Core,-191.899.519,-401.018.575,2024-04-21 19:01:32.000,,1447041,23767336330,4453561319,"",SOORETAMA B,LANA GLOVER,,CENTRO,SOORETAMA,"300 MB Internet Banda Larga",1,109.9
"7f932d55-6fec-4072-a0da-d8c616b1c94b",true,"45.239.240.40",Concentrador_Santa_Luzia,-190.874.552,-401.409.032,2024-05-06 14:06:05.000,,168000,24397305733,1885302552,"",SOORETAMA B,MARC CARTWRIGHT,,JUNCADO,SOORETAMA,"15 MB Internet Fibra",1,79.9
"8fcb9886-02b2-4b1e-9ce8-a22893be203c",true,"10.10.0.11",Concentrador_Core,-191.930.969,-400.982.285,2024-05-04 18:22:38.000,,325924,13053878727,539309656,"",SOORETAMA D,PETE TREUTEL,,CENTRO,SOORETAMA,"200 MB Internet Fibra",1,199.9
f95e1990-2984-4712-b3e6-12796e582d52,true,"10.10.0.11",Concentrador_Core,-191.889.481,-401.107.556,2024-04-29 00:19:32.000,,822429,5532754365,1124446787,"",SOORETAMA D,VERNA SPINKA,,SAYONARA,SOORETAMA,"20 MB Internet Fibra",1,59.9
dbfc5ca1-f291-487b-91a6-935eafaea2de,true,"10.10.0.11",Concentrador_Core,-191.873.656,-40.109.018,2024-05-03 17:31:25.000,,415604,44454151603,2925416462,"",SOORETAMA A,JARED ULLRICH III,,SAIONARA,SOORETAMA,"20 MB Internet Fibra",1,59.9
"8dd89aea-03a9-4854-bb1a-ef438fde534a",true,"10.10.0.11",Concentrador_Core,-191.937.341,-400.981.667,2024-05-08 05:30:11.000,,26500,6152,3602436,Admin-Reset,SOORETAMA D,OMAR NIKOLAUS,,CENTRO,SOORETAMA,"40 MB Internet Banda Larga",4,79.9
d50ff91c-df5e-4fc5-b7a3-c33da5014c03,true,"45.239.240.40",Concentrador_Santa_Luzia,-190.983.721,-401.862.129,2024-05-06 02:28:58.000,,210000,27310643342,1177967495,"",SOORETAMA C,MEGAN WIEGAND,,SANTA LUZIA,SOORETAMA,"6 MB Internet",1,74.9
e2c5b729-b456-4676-b37b-cd856e1888f7,true,"10.10.0.11",Concentrador_Core,-191.876.176,-401.110.102,2024-04-29 00:20:17.000,,822016,103441501112,20320493972,"",SOORETAMA C,DORIS HAAG,,PARQUE SAO JORGE,SOORETAMA,"25 MB Internet Fibra",1,79.9
ff3bd843-0679-4484-ad00-987e271ac5cf,true,"10.10.0.11",Concentrador_Core,-184.320.368,-399.241.006,2024-05-08 09:59:23.000,,10795,38378,33042,Lost-Carrier,CONCEICAO DA BARRA B,JAKE HICKLE,,SANTA RITA,CONCEICAO DA BARRA,Plano Personalizado,1,44.9
b2239daa-3066-430e-b583-fad4ec91e6ea,true,"10.10.0.11",Concentrador_Core,-190.983.721,-401.862.129,2024-04-30 19:00:14.000,,669426,11051993412,422006096,"",SOORETAMA D,DANA RUNOLFSDOTTIR,,CENTRO,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"137f8f87-f66b-4afb-90d2-38218292950d",true,"10.10.0.11",Concentrador_Core,-18.434.245.900.000.000,-399.284.916,2024-05-08 09:59:29.000,,10148,1322983102,25746270,Lost-Carrier,CONCEICAO DA BARRA B,CLIFFORD ABBOTT,,ALUIZIO,CONCEICAO DA BARRA,"60 MB Internet Banda Larga",1,89.9
"84dcdb5d-6897-4774-8d8e-78dfb3556cf5",true,"10.10.0.11",Concentrador_Core,-191.915.559,-401.015.642,2024-05-04 11:24:50.000,,350100,74041963153,2361088326,"",SOORETAMA C,BEULAH WILLIAMSON,,CENTRO,SOORETAMA,"30 MB Internet Fibra",1,79.9
"24bebb54-23b7-4e7c-8c29-fc16d50e7f3b",true,"10.10.0.11",Concentrador_Core,-19.190.052,-401.004.648,2024-05-04 22:33:29.000,,311128,38583464711,1829801805,"",SOORETAMA D,JOHNNY SCHOWALTER PHD,,CENTRO,SOORETAMA,"25 MB Internet Fibra",1,79.9
"8464deba-1945-42fe-b74a-5ee888510ed3",true,"10.10.0.11",Concentrador_Core,-191.936.118,-400.990.154,2024-04-21 19:01:27.000,,1446663,227646817006,12839720199,"",SOORETAMA C,VELMA HEGMANN V,,CENTRO,SOORETAMA,"20 MB Internet Fibra",1,59.9
"9536e20e-0d07-4b1e-a8ca-4dd95c221afe",true,"45.239.240.40",Concentrador_Santa_Luzia,-19.061.021.963.043,-40.088.775.892.398,2024-05-06 02:29:09.000,,210000,14377667726,757950023,"",SOORETAMA C,ESSIE RODRIGUEZ,,CORREGO CUPIDO,SOORETAMA,"6 MB Internet",1,74.9
d51beb07-c5cf-43b3-949a-08268589647d,true,"10.10.0.11",Concentrador_Core,-191.877.519,-400.975.564,2024-04-29 00:19:39.000,,822570,1352157280,276538677,"",SOORETAMA B,BOB LANGWORTH JR.,,CENTRO,SOORETAMA,"10 MB Internet Fibra",1,59.9
"109dcefd-a4e8-475a-bfe7-903ba8ce80f4",true,"10.10.0.11",Concentrador_Core,-19.191.779,-40.095.996,2024-04-21 19:01:58.000,,1446492,10513721396,1156433756,"",SOORETAMA C,MARCIA WALTER,,CENTRO,SOORETAMA,"25 MB Internet Fibra",1,79.9
f8d51988-45e1-42ed-9282-381a3bc9402b,true,"10.10.0.11",Concentrador_Core,-191.896.218,-401.061.124,2024-05-04 16:00:53.000,,334159,3532344090,324438108,"",SOORETAMA C,DELBERT KREIGER,,SALVADOR,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"2f26b78b-99c4-49fe-9e4d-fa1d4aa98367",true,"10.10.0.11",Concentrador_Core,-184.320.801,-399.311.879,2024-05-08 09:59:47.000,,9890,72594,78042,Lost-Carrier,CONCEICAO DA BARRA C,GEORGIA DOUGLAS II,,CONCEICAO,CONCEICAO DA BARRA,Plano Personalizado,1,44.9
a30524a1-8b05-41c0-a547-5c2f8f5b9aae,true,"10.10.0.11",Concentrador_Core,-184.317.549,-399.306.898,2024-05-08 09:59:49.000,,10567,47900774,23555385,Lost-Carrier,CONCEICAO DA BARRA B,MIRIAM FAY,,CENTRO,CONCEICAO DA BARRA,Plano Personalizado,1,44.9
e78f415e-3433-48e0-983f-d2aec68a002d,true,"10.10.0.11",Concentrador_Core,-18.436.232.899.999.900,-3.993.263.970.000.000,2024-05-08 09:59:32.000,,10244,0,2700,Lost-Carrier,CONCEICAO DA BARRA D,KATHLEEN VEUM-OKUNEVA IV,,CAMPO VERDE,CONCEICAO DA BARRA,"60 MB Internet Banda Larga",1,89.9
"2f2cdaf9-10f7-4e2f-8f7c-6eb3148d9bc7",true,"10.10.0.11",Concentrador_Core,-19.191.211,-400.990.235,2024-05-06 11:00:59.000,,179659,23073337074,996124523,"",SOORETAMA B,DR. ANTONIO STOKES II,,CENTRO,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
f1e76761-d3ff-4656-bd30-513210100010,true,"10.10.0.11",Concentrador_Core,-191.883.738,-401.068.949,2024-05-04 21:43:03.000,,313817,26224303883,1667679722,"",SOORETAMA C,DOROTHY BOTSFORD,,SAYONARA,SOORETAMA,"20 MB Internet Fibra",1,59.9
"05f6756b-3cc0-40bf-9018-be088bb6cedc",true,"45.239.240.40",Concentrador_Santa_Luzia,-190.983.721,-401.862.129,2024-05-06 02:28:22.000,,210000,789704590,143241318,"",SOORETAMA D,MERLE MARVIN,,SANTA LUZIA,SOORETAMA,"8 MB Internet",1,109.9
f3ee5914-d798-438f-94ce-62b245e61094,true,"10.10.0.11",Concentrador_Core,-191.853.208,-401.064.041,2024-04-29 00:24:32.000,,822582,164985166595,7588199841,"",SOORETAMA C,CONRAD ERNSER DDS,,SAYONARA,SOORETAMA,"300 MB Internet Banda Larga",1,109.9
"86adc07b-7c83-465a-b3c8-94208410b6b3",true,"10.10.0.11",Concentrador_Core,-191.899.625,-401.113.631,2024-05-07 20:45:26.000,,57451,4466920235,155033796,"",SOORETAMA B,CLIFTON SPINKA,,SALVADOR,SOORETAMA,"20 MB Internet Fibra",1,59.9
"55d37154-e65a-4ec6-bdc1-10765ff5b2fc",true,"10.10.0.11",Concentrador_Core,-191.898.646,-401.050.257,2024-05-04 16:02:26.000,,334451,16379296634,1508625361,"",SOORETAMA C,DORIS MERTZ III,,SALVADOR,SOORETAMA,"10 MB Internet Fibra",1,59.9
dfb289c8-6608-405a-bff0-dbf88d9df521,true,"10.100.150.2",Concentrador_SOO_02,-191.922.782,-40.097.692,2024-05-07 10:44:42.000,,93600,3227894708,552233952,"",SOORETAMA B,MANUEL BOYLE,,CENTRO,SOORETAMA,"10 MB Internet Fibra",1,59.9
a1fbee9a-3bd2-4bad-a353-45c7896e915e,true,"10.10.0.11",Concentrador_Core,-184.323.305,-399.268.042,2024-05-08 10:00:28.000,,10234,104983496,11416177,Lost-Carrier,CONCEICAO DA BARRA B,LAURA BAILEY,,SANTA RITA,CONCEICAO DA BARRA,Plano Personalizado,1,44.9
ed31c35b-9dd2-4bb7-83b1-085d0405f7a4,true,"10.10.0.11",Concentrador_Core,-191.940.841,-401.089.293,2024-05-04 16:02:47.000,,333489,1647107260,111145294,"",SOORETAMA D,BESSIE CORWIN,,SALVADOR,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
b811328d-747c-4f72-bccd-83886475dac5,true,"10.10.0.11",Concentrador_Core,-191.849.467,-40.111.551,2024-05-03 19:37:08.000,,407860,34951057427,1793979679,"",SOORETAMA B,VIRGINIA FRIESEN,,PARQUE SAO JORGE,SOORETAMA,"300 MB Internet Banda Larga + IPTV",1,109.9
"7e78fb25-d694-4d2e-adcc-bea065ca6b6b",true,"10.10.0.11",Concentrador_Core,-19.189.945,-401.036.481,2024-04-21 19:00:08.000,,1447048,118845483467,4362366074,"",SOORETAMA A,GENEVA KERTZMANN,,CENTRO,SOORETAMA,"300 MB Internet Banda Larga",1,109.9
c307899e-e262-4511-b425-b4d1a2bb400f,true,"10.10.0.11",Concentrador_Core,-19.195.658.199.999.900,-40.108.922,2024-04-29 00:19:32.000,,822731,21311550776,1525798747,"",SOORETAMA D,PEDRO GREENHOLT,,SAYONARA,SOORETAMA,"10 MB Internet Fibra",1,59.9
f3a931ef-256a-42c7-98c4-debb651787ad,true,"10.10.0.11",Concentrador_Core,-191.853.187,-40.106.401,2024-04-29 00:28:10.000,,821770,23819273199,2916401767,"",SOORETAMA B,IVAN GLEASON,,SAYONARA,SOORETAMA,"20 MB Internet Fibra",1,59.9
d9ddfa6e-ea93-4172-86f1-ab0a9363b018,true,"10.10.0.11",Concentrador_Core,-19.190.589,-401.049.707,2024-05-03 20:38:18.000,,404024,15462207885,993741295,"",SOORETAMA D,COLLEEN GLEICHNER,,SAYONARA,SOORETAMA,"10 MB Internet Fibra",1,59.9
"5ec58655-0177-4628-a238-8c16daca944c",true,"10.10.0.11",Concentrador_Core,-191.905.323,-401.054.047,2024-04-29 00:20:51.000,,822626,10219012593,6522681754,"",SOORETAMA D,MARK DONNELLY II,,PARQUE SAO JORGE,SOORETAMA,"20 MB Internet Fibra",1,59.9
"72e56d4f-4c17-4d86-8e5c-7013f6bc8685",true,"10.10.0.11",Concentrador_Core,-184.317.549,-399.306.898,2024-05-08 09:59:30.000,,10150,648330060,26867698,Lost-Carrier,CONCEICAO DA BARRA A,CECILIA MACGYVER,,CENTRO,CONCEICAO DA BARRA,Plano Personalizado,1,44.9
b62bdc3c-abdd-4bd4-b431-3948d4660c9e,true,"10.10.0.11",Concentrador_Core,-192.028.002,-400.918.179,2024-04-30 14:13:50.000,,685664,54703373803,3469155648,"",SOORETAMA D,HARRY TURCOTTE,,ALEGRE,SOORETAMA,"20 MB Internet Fibra",1,59.9
"69f77a4f-b386-427d-8f1b-44e2a92ddb43",true,"10.10.0.11",Concentrador_Core,-192.028.002,-400.918.179,2024-05-08 10:01:28.000,,9947,0,0,Lost-Carrier,CONCEICAO DA BARRA B,MRS. KELLIE SCHMIDT,,SAO JORGE,CONCEICAO DA BARRA,Plano Personalizado,1,44.9
"6c951da9-c3ee-4757-81a4-37b0ab405d37",true,"10.10.0.11",Concentrador_Core,-191.902.572,-400.971.015,2024-05-02 13:13:40.000,,516832,13581224243,2428870649,"",SOORETAMA C,RONNIE DANIEL,,VALE DO SOL,SOORETAMA,"300 MB Internet Banda Larga + IPTV",1,109.9
f2fb160e-f765-404f-9f04-aee9b27b0ba2,true,"10.10.0.11",Concentrador_Core,-191.878.069,-400.942.309,2024-05-01 19:56:17.000,,579478,48553432100,2183020829,"",SOORETAMA C,ISAAC BARTON,,SAYONARA,SOORETAMA,"20 MB Internet Fibra",1,59.9
b35e4806-1031-459e-971c-e2deb8a5c877,true,"10.10.0.11",Concentrador_Core,-191.907.378,-401.036.554,2024-05-06 00:15:44.000,,217840,14494226649,1270100587,"",SOORETAMA D,TONI O'HARA,,CENTRO,SOORETAMA,"25 MB Internet Fibra",1,79.9
"000d427f-efa6-4161-97c3-cd96d733c8e0",true,"10.10.0.11",Concentrador_Core,-191.903.766,-401.060.632,2024-04-29 00:21:13.000,,822173,127699980031,4589799706,"",SOORETAMA B,SAM LOCKMAN,,SAYONARA,SOORETAMA,"25 MB Internet Fibra",1,79.9
"19958386-aadd-4c23-8a7f-a8eeab031992",true,"10.10.0.11",Concentrador_Core,-191.947.086,-401.092.046,2024-04-29 00:21:41.000,,822187,5414375020,339577140,"",SOORETAMA D,HEATHER BEAHAN,,SAYONARA 2,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"564666ad-fdf8-48eb-b5dd-690a824ad8b4",true,"10.10.0.11",Concentrador_Core,-19.189.924,-401.065.468,2024-05-01 23:36:23.000,,566228,43689783981,1854366289,"",SOORETAMA D,JOEY PFEFFER-ERDMAN,,SAYONARA,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
e802d75a-cb7e-446b-bd16-a09059cea740,true,"10.10.0.11",Concentrador_Core,-184.361.993,-399.274.419,2024-05-08 10:01:21.000,,10561,652693771,97724771,Lost-Carrier,CONCEICAO DA BARRA C,ALYSSA VONRUEDEN V,,CENTRO,CONCEICAO DA BARRA,Plano Personalizado,1,44.9
d1b3373d-a3e6-4380-8e4d-da2e38b2bede,true,"45.239.240.40",Concentrador_Santa_Luzia,-190.874.552,-401.409.032,2024-05-07 08:24:35.000,,102000,1443819616,129316577,"",SOORETAMA C,KIMBERLY CREMIN,,JUNCADO,SOORETAMA,"15 MB Internet Fibra",1,79.9
"2b82cc4a-2568-48b5-b58a-6693976c65dc",true,"10.10.0.11",Concentrador_Core,-191.929.097,-400.968.999,2024-04-29 00:24:52.000,,822566,36868188989,5875215200,"",SOORETAMA D,CECIL WILLIAMSON,,CENTRO,SOORETAMA,"300 MB Internet Banda Larga + IPTV",1,109.9
"597a50f6-4125-44ea-94b6-c3696d3c80e2",true,"10.10.0.11",Concentrador_Core,-19.184.875,-401.115.775,2024-05-04 16:01:25.000,,333996,46378925448,2303438029,"",SOORETAMA A,LENA RUECKER,,SALVADOR,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"5e09ae37-ef54-4f06-8020-81780745fd45",true,"10.10.0.11",Concentrador_Core,-191.868.945,-401.072.503,2024-05-08 11:12:14.000,,5412,1490903127,113712531,Lost-Carrier,SOORETAMA D,BRIDGET HIRTHE,,PARQUE SAO JORGE,SOORETAMA,"300 MB Internet Banda Larga",1,109.9
adc6cb4c-24e8-4ac5-9af7-aeb78fe374d6,true,"10.10.0.11",Concentrador_Core,-129.777.378,-385.016.363,2024-04-29 00:18:00.000,,822377,37178189904,2667837700,"",SOORETAMA D,BERNICE WILKINSON,,SALVADOR,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"1ded8ade-4e2f-460e-82e0-bbe2ea54ebdb",true,"10.10.0.11",Concentrador_Core,-1.918.996,-40.100.365,2024-04-29 00:18:10.000,,822587,7141654629,371535502,"",SOORETAMA B,FERNANDO GOYETTE SR.,,CENTRO,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"51863355-a60a-4cde-8154-a2f8caf6d14f",true,"10.10.0.11",Concentrador_Core,-191.894.195,-400.963.598,2024-04-29 00:24:17.000,,822779,19405223710,2900445523,"",SOORETAMA B,PEGGY BORER,,CENTRO,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
ef567c4c-4f5e-49aa-9e81-70b906c481fc,true,"10.10.0.11",Concentrador_Core,-207.764.845,-416.862.669,2024-04-29 16:53:15.000,,763136,26866476905,2561024099,"",SOORETAMA A,TIFFANY KING,,VALE DO SOL,SOORETAMA,"30 MB Internet Fibra",1,79.9
a7c24bdf-584d-4f7e-902c-adb5eb3f7710,true,"10.10.0.11",Concentrador_Core,-192.032.866,-400.950.539,2024-04-25 20:42:06.000,,1094733,41725562887,3252075450,"",SOORETAMA D,RUFUS ZIEMANN,,ALEGRE,SOORETAMA,"300 MB Internet Banda Larga + IPTV",1,109.9
e56e900f-eb65-4798-9b67-f7b88b0ed845,true,"10.10.0.11",Concentrador_Core,-190.983.721,-401.862.129,2024-04-29 00:19:30.000,,822836,48650396785,2422281894,"",SOORETAMA D,ELSIE CONSIDINE,,VALE DO SOL,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"706d4d9f-fb6b-45bd-a624-79a40dc64b3e",true,"10.10.0.11",Concentrador_Core,-191.929.162,-400.969.394,2024-04-21 19:00:19.000,,1446785,173176966751,7569086923,"",SOORETAMA B,DANNY LYNCH,,ALEGRE,SOORETAMA,"500 MB Internet Banda Larga + IPTV",1,149.9
b0d36f3b-cc23-428f-ac29-6a4cb07421f0,true,"10.10.0.11",Concentrador_Core,-191.899.274,-401.005.647,2024-05-02 11:36:24.000,,522886,18672655293,1772549871,"",SOORETAMA A,ROY MORISSETTE V,,CENTRO,SOORETAMA,"30 MB Internet Fibra",1,79.9
"1d061835-d5a0-45c2-a032-d4f3134b33a2",true,"10.10.0.11",Concentrador_Core,-191.888.831,-401.039.471,2024-05-04 16:01:05.000,,333738,9867645335,404797388,"",SOORETAMA C,BRENT KOELPIN,,PARQUE SAO JORGE,SOORETAMA,"20 MB Internet Fibra",1,59.9
dd6b3d11-685c-4df0-97c6-7091eef6182f,true,"10.10.0.11",Concentrador_Core,-191.905.323,-401.054.047,2024-04-21 19:02:43.000,,1446665,11581183007,1428633765,"",SOORETAMA A,JOAN ABBOTT MD,,CENTRO,SOORETAMA,"10 MB Internet Fibra",1,59.9
"79ce8e92-0cd7-4e6b-a90d-a42c36898f29",true,"10.10.0.4",Concentrador_Juerana_B,-191.878.034,-401.037.071,2024-04-27 14:31:42.000,,944401,118739206697,3917297386,"",SOORETAMA D,DR. GLENDA WAELCHI,,JUERANA B,SOORETAMA,"10 MB Internet",1,119.9
"2f9ffaa1-81bb-4b77-b02f-d60816978603",true,"10.10.0.11",Concentrador_Core,-191.901.266,-4.010.908,2024-04-29 00:20:45.000,,822367,10121771914,912373161,"",SOORETAMA C,BETHANY WYMAN,,SAYONARA 2,SOORETAMA,"10 MB Internet Fibra",1,59.9
"81004934-4dee-472f-8c23-53b69c350b08",true,"10.10.0.11",Concentrador_Core,-191.853.118,-401.132.755,2024-05-04 16:02:10.000,,333529,3702123112,270326087,"",SOORETAMA C,FRANCES RIPPIN,,SALVADOR,SOORETAMA,"10 MB Internet Fibra",1,59.9
dc59e5a8-6e19-4cab-b916-564be26da010,true,"10.10.0.11",Concentrador_Core,-191.916.723,-400.909.474,2024-05-06 15:00:48.000,,164972,2771811203,100324441,"",SOORETAMA C,JAIME GREENHOLT,,DALVO LOUREIRO,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"84900eab-8e8d-4c2c-9eac-9f08de5fa7bd",true,"45.239.240.40",Concentrador_Santa_Luzia,-190.738.819,-401.305.256,2024-05-07 20:21:26.000,,58800,7020982947,965201632,"",SOORETAMA D,CHRISTIE HARBER DVM,,CUPIDO,SOORETAMA,"6 MB Internet",1,84.9
"6f95cda6-a434-46d7-8177-587f22ba769a",true,"10.10.0.11",Concentrador_Core,-191.905.323,-401.054.047,2024-05-05 11:33:29.000,,263581,47755573954,12330409802,"",SOORETAMA B,JEANNETTE KOSS,,DALVO LOUREIRO,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"9e9714db-9c3a-4d97-a740-fcf2d3362db9",true,"10.10.0.11",Concentrador_Core,-191.938.178,-401.098.979,2024-05-08 12:18:16.000,,1730,32629533,1119951,Admin-Reset,SOORETAMA B,GRANT GIBSON,,SAYONARA 2,SOORETAMA,"20 MB Internet Fibra",1,59.9
d46e850a-fccc-421d-8cfe-1ce9d7afad4a,true,"10.10.0.11",Concentrador_Core,-19.194.427.490.234.300,-4.010.116.777.719.400,2024-04-29 00:24:36.000,,822020,117681586631,9727683827,"",SOORETAMA B,ROMAN LOWE MD,,DALVO LOUEIRO,SOORETAMA,"300 MB Internet Banda Larga + IPTV",1,109.9
"70cf06eb-aa33-4210-9bb3-f0f67d95fe2c",true,"10.10.0.11",Concentrador_Core,-191.876.176,-401.110.102,2024-05-02 11:16:59.000,,524468,9602015134,366056365,"",SOORETAMA D,SALVATORE SCHULIST,,PARQUE SAO JORGE,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"57ca8530-208d-49fb-8dbe-7dbe35f6d3fb",true,"10.10.0.11",Concentrador_Core,-191.937.848,-401.021.964,2024-05-01 19:13:25.000,,581382,10190513422,2048366376,"",SOORETAMA A,DORIS KESSLER,,CENTRO,SOORETAMA,"300 MB Internet Banda Larga + IPTV",1,109.9
"01e6e3ee-c654-4120-9b79-c489617cad73",true,"10.10.0.11",Concentrador_Core,-192.042.101,-400.963.922,2024-05-06 13:04:47.000,,171897,15941108128,1183749956,"",SOORETAMA C,WILLIE BAHRINGER,,ALEGRE,SOORETAMA,"60 MB Internet Banda Larga",1,89.9
"72fa59b3-f998-41af-86f7-a16046dda738",true,"45.239.240.40",Concentrador_Santa_Luzia,-190.983.721,-401.862.129,2024-05-06 02:28:23.000,,210000,11764610849,5240786800,"",SOORETAMA A,ANTONIO ABSHIRE,,SANTA LUZIA,SOORETAMA,"6 MB Internet",1,74.9
fe53aa1a-59cf-4634-9597-7eb9d0c658e9,true,"10.10.0.11",Concentrador_Core,-191.915.705,-400.923.937,2024-05-01 20:37:29.000,,577058,50798674049,1396083062,"",SOORETAMA D,HORACE GUTKOWSKI-VANDERVORT IV,,DALVO LOUREIRO,SOORETAMA,"50 MB Internet Fibra",1,99.9
d521e6bb-4f4f-4fbb-80ac-e1a5871535f6,true,"10.10.0.11",Concentrador_Core,-191.909.104,-400.989.527,2024-04-21 19:01:44.000,,1445986,4544099741,2994089379,"",SOORETAMA C,DR. DARRIN COLE SR.,,CENTRO,SOORETAMA,"40 MB Internet Banda Larga",1,79.9
"4b8ca328-06e0-4398-939c-51190704f725",true,"10.10.0.11",Concentrador_Core,-191.904.438,-401.017.243,2024-04-21 19:01:45.000,,1446790,28985776647,5936146151,"",SOORETAMA B,LESTER SATTERFIELD,,CENTRO,SOORETAMA,"25 MB Internet Fibra",1,79.9
ccd1c7df-6abb-45f6-974d-e7c8e7011590,true,"10.10.0.11",Concentrador_Core,-184.320.368,-399.241.006,2024-05-08 09:59:50.000,,9843,9743746,3198978,Lost-Carrier,CONCEICAO DA BARRA C,MISS JEANETTE METZ,,SANTA RITA,CONCEICAO DA BARRA,Plano Personalizado,1,44.9
"35072742-22f0-4a49-b050-43fa8675b037",true,"10.10.0.11",Concentrador_Core,-184.315.679,-399.357.365,2024-05-08 10:01:26.000,,10123,2452110195,175419455,Lost-Carrier,CONCEICAO DA BARRA D,DANA FEEST,,PINHEIRO,CONCEICAO DA BARRA,Plano Personalizado,1,44.9
"4afc2792-72f8-4792-b310-ba31fec1e6ed",true,"10.10.0.11",Concentrador_Core,-184.292.586,-39.931.418,2024-05-08 09:59:32.000,,10529,2236393769,59426851,Lost-Carrier,CONCEICAO DA BARRA C,JOSE FRANEY,,PINHEIRO,CONCEICAO DA BARRA,"60 MB Internet Banda Larga",1,89.9
